City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
449,Ondjiva,AO,-17.0667,15.7333,73.44,35,20,4.61,few clouds
450,Adrar,MR,20.5022,-10.0711,82.58,32,96,13.24,overcast clouds
451,Namatanai,PG,-3.6667,152.4333,82.87,74,79,7.54,light rain
452,Dukat,RU,62.55,155.55,1.33,97,100,0.58,overcast clouds
453,Muhammadabad,IN,25.6333,83.75,85.68,61,15,3.83,few clouds
454,Staryy Nadym,RU,65.6118,72.6842,41.25,68,97,12.35,overcast clouds
455,Stara Synyava,UA,49.6032,27.6191,50.41,70,8,8.61,clear sky
456,Mae Ramat,TH,16.984,98.5166,86.32,70,42,3.78,scattered clouds
457,San Cristobal,VE,7.7669,-72.225,65.37,88,98,1.81,overcast clouds
458,Pringsewu,ID,-5.3582,104.9744,84.76,70,69,3.87,broken clouds
459,Arequipa,PE,-16.3989,-71.535,51.69,15,0,3.51,clear sky
460,Naklo Nad Notecia,PL,53.1421,17.6018,35.55,73,19,5.08,few clouds
461,Riyadh,SA,24.6877,46.7219,87.94,10,0,7.87,clear sky
462,Mitzic,GA,0.7821,11.549,68.22,99,100,1.92,light rain
463,Antofagasta,CL,-23.65,-70.4,56.48,79,44,7.4,scattered clouds
464,Muroto,JP,33.2833,134.15,71.53,60,100,14.97,overcast clouds
465,Machico,PT,32.7,-16.7667,69.71,77,75,10.36,light rain
466,Panguna,PG,-6.3164,155.4848,72.7,93,64,0.45,light rain
467,Botwood,CA,49.1499,-55.3482,45.9,80,100,10.89,overcast clouds
468,Willmar,US,45.1219,-95.0433,55.42,71,100,10.36,overcast clouds
469,Gigmoto,PH,13.7796,124.39,85.96,68,100,3.58,light rain
470,Faya,SA,18.3851,42.4509,69.91,20,49,4.05,scattered clouds
471,Kashary,RU,49.04,41.0056,50.45,85,100,14.23,overcast clouds
472,Karacabey,TR,40.2152,28.4038,64.76,69,80,5.53,broken clouds
473,Saryg-Sep,RU,51.5,95.6,50.25,35,100,1.86,overcast clouds
474,Shangzhi,CN,45.2167,127.9667,58.68,41,100,5.19,overcast clouds
475,Los Llanos De Aridane,ES,28.6585,-17.9182,65.95,64,20,14.97,few clouds
476,Valcourt,CA,45.5001,-72.3158,46.96,80,31,4.83,scattered clouds
477,Burns Lake,CA,54.2331,-125.7533,29.62,95,14,3.51,few clouds
478,Acarau,BR,-2.8856,-40.12,78.64,79,46,17.58,scattered clouds
479,Roebourne,AU,-20.7833,117.1333,90.82,12,100,18.99,overcast clouds
480,Ilulissat,GL,69.2167,-51.1,22.86,89,91,4.07,overcast clouds
481,Manggar,ID,-2.8833,108.2667,83.03,69,27,4.97,scattered clouds
482,Ajdabiya,LY,30.7554,20.2263,76.89,34,0,6.62,clear sky
483,Buochs,CH,46.974,8.4228,58.82,90,100,2.3,overcast clouds
484,Sabang,ID,5.8933,95.3214,81.54,72,100,8.19,moderate rain
485,Bonthe,SL,7.5264,-12.505,70.66,97,100,8.63,heavy intensity rain
486,Kruisfontein,ZA,-34.0033,24.7314,69.89,64,97,3.18,overcast clouds
487,Bardiyah,LY,31.7561,25.0865,73.26,61,0,9.26,clear sky
488,Naryan-Mar,RU,67.6713,53.087,44.92,80,43,14.23,scattered clouds
489,Fengrun,CN,39.8333,118.1167,68.41,23,100,11.16,overcast clouds
490,Wilmington,US,34.2257,-77.9447,60.94,93,3,1.01,clear sky
491,Tucupita,VE,9.0622,-62.051,72.63,99,100,2.53,overcast clouds
492,Talara,PE,-4.5772,-81.2719,63.37,84,91,14.7,overcast clouds
493,Clyde River,CA,70.4692,-68.5914,21.43,86,100,18.41,light snow
494,Yei,SS,4.095,30.6779,76.3,77,8,1.61,light rain
495,Serenje,ZM,-13.2325,30.2352,74.91,26,0,13.49,clear sky
496,Lakewood,US,39.7047,-105.0814,52.07,70,0,2.66,clear sky
497,Novo Aripuana,BR,-5.1206,-60.3797,75.6,73,100,0.56,overcast clouds
498,Beringovskiy,RU,63.05,179.3167,29.91,59,10,4.88,clear sky
499,Ketchikan,US,55.3422,-131.6461,53.58,95,74,4.52,broken clouds
500,Atasu,KZ,48.6814,71.6433,59.95,20,69,7.05,broken clouds
501,Werda,BW,-25.2667,23.2833,83.95,17,5,17.72,clear sky
502,Feijo,BR,-8.1642,-70.3536,71.15,98,100,1.95,overcast clouds
503,Puerto Narino,CO,-3.7703,-70.3831,72.45,99,100,1.95,overcast clouds
504,Caravelas,BR,-17.7125,-39.2481,75.6,68,100,4.0,overcast clouds
505,Kenai,US,60.5544,-151.2583,37.15,75,100,6.78,overcast clouds
506,Haines Junction,CA,60.7522,-137.5108,40.95,70,100,5.75,overcast clouds
507,Padang,ID,-0.9492,100.3543,86.05,75,100,4.27,overcast clouds
508,Tuy Hoa,VN,13.0833,109.3,79.54,86,98,14.79,overcast clouds
509,Sept-Iles,CA,50.2001,-66.3821,40.05,90,97,1.61,overcast clouds
510,Yulara,AU,-25.2406,130.9889,87.96,17,17,15.05,few clouds
511,Salinopolis,BR,-0.6136,-47.3561,78.75,84,19,11.43,few clouds
512,Sunrise Manor,US,36.2111,-115.0731,80.24,23,0,3.65,clear sky
513,Mirnyy,RU,62.5353,113.9611,37.24,100,100,8.99,overcast clouds
514,Encruzilhada,BR,-15.5314,-40.9094,62.35,95,42,6.06,scattered clouds
515,Buala,SB,-8.145,159.5921,82.38,71,100,2.98,overcast clouds
516,Ossora,RU,59.2353,163.0719,39.16,90,100,31.36,light rain
517,Henties Bay,NA,-22.116,14.2845,60.15,86,100,5.3,overcast clouds
518,Yarega,RU,63.4354,53.5765,44.65,77,100,6.76,overcast clouds
519,Bindi,SL,9.9167,-11.45,69.08,97,52,2.64,light rain
520,Veraval,IN,20.9,70.3667,87.85,55,100,4.05,overcast clouds
521,Dasoguz,TM,41.8363,59.9666,75.09,10,4,7.47,clear sky
522,Papillion,US,41.1544,-96.0422,57.96,88,100,7.0,light rain
523,Sosnovo-Ozerskoye,RU,52.5249,111.5418,45.48,42,86,14.72,overcast clouds
524,Shieli,KZ,44.1667,66.75,69.8,13,6,5.77,clear sky
525,Korla,CN,41.7597,86.1469,58.26,32,0,6.69,clear sky
526,Linkou,CN,45.3,130.2833,55.72,46,100,5.66,overcast clouds
527,Pisco,PE,-13.7,-76.2167,58.01,80,6,2.06,clear sky
528,Mana,GF,5.6592,-53.7767,77.04,90,95,7.38,overcast clouds
529,Marsh Harbour,BS,26.5412,-77.0636,81.9,76,93,11.43,overcast clouds
530,Port-Gentil,GA,-0.7193,8.7815,80.56,83,40,8.05,scattered clouds
531,Shu,KZ,43.5983,73.7614,69.17,14,0,1.41,clear sky
532,Olafsvik,IS,64.8945,-23.7142,44.11,64,35,20.98,scattered clouds
533,Fenoarivo Atsinanana,MG,-17.3667,49.4167,76.69,60,23,6.96,few clouds
534,Kinablangan,PH,7.6947,126.5503,84.34,79,79,6.38,broken clouds
535,Chicama,PE,-7.8447,-79.1469,57.74,87,66,5.93,broken clouds
536,Kamiichi,JP,36.7,137.3667,66.78,62,75,9.22,broken clouds
537,Inhambane,MZ,-23.865,35.3833,81.28,64,4,7.34,clear sky
538,Brasilia,BR,-15.7797,-47.9297,68.92,43,0,4.61,clear sky
539,Moscow,RU,55.7522,37.6156,45.14,63,93,4.74,overcast clouds
540,Meadow Lake,US,34.8014,-106.5436,60.4,44,0,1.59,clear sky
541,Puerto Madryn,AR,-42.7692,-65.0385,57.67,45,22,22.77,few clouds
542,Astoria,US,46.1879,-123.8313,56.86,94,0,1.99,mist
543,Vila Franca Do Campo,PT,37.7167,-25.4333,70.2,87,19,1.77,few clouds
544,Dudinka,RU,69.4058,86.1778,36.63,99,100,4.03,overcast clouds
545,Amahai,ID,-3.3333,128.9167,81.28,79,97,2.77,overcast clouds
546,Kakonko,TZ,-3.2828,30.9642,78.94,36,66,6.78,broken clouds
547,Lashio,MM,22.9333,97.75,80.85,62,35,2.57,scattered clouds
548,Valparaiso,CL,-33.0393,-71.6273,54.48,100,0,2.3,clear sky
549,Oktyabrskiy,RU,54.4815,53.471,55.45,44,100,7.96,overcast clouds
550,Omsukchan,RU,62.5333,155.8,2.1,96,100,1.88,overcast clouds
551,Wadi Musa,JO,30.3222,35.4793,71.04,37,0,2.95,clear sky
552,Port Blair,IN,11.6667,92.75,84.15,66,33,6.35,scattered clouds
553,Raseiniai,LT,55.3736,23.1217,47.37,83,100,7.07,overcast clouds
554,Bonfim,BR,3.0833,-59.95,74.79,84,100,1.95,overcast clouds
555,Antibes,FR,43.5624,7.1278,68.14,77,0,9.22,clear sky
556,Dera Bugti,PK,29.0307,69.151,89.28,10,0,5.82,clear sky
557,Murray Bridge,AU,-35.1167,139.2667,57.13,88,100,2.19,light rain
558,Kaili,ID,-3.4626,120.2147,73.72,80,83,0.87,broken clouds
559,Slatina,RO,44.4333,24.3667,60.46,57,99,5.99,light rain
560,Shache,CN,38.4167,77.2406,68.85,15,13,7.74,few clouds
561,Boende,CD,-0.2167,20.8667,81.7,70,41,4.76,light rain
562,Hirara,JP,24.8,125.2833,80.46,69,75,24.16,broken clouds
563,Warrington,GB,53.3925,-2.5802,52.99,85,20,12.66,few clouds
564,Sisimiut,GL,66.9395,-53.6735,27.39,84,99,13.33,overcast clouds
565,Yumen,CN,40.2833,97.2,55.67,20,100,4.25,overcast clouds
566,Tucumcari,US,35.1717,-103.725,63.95,51,0,11.5,clear sky
567,Hami,CN,42.8,93.45,59.22,22,100,9.01,overcast clouds
568,Barrancabermeja,CO,7.0653,-73.8547,72.97,96,69,1.05,broken clouds
569,Ixtapa,MX,20.7,-105.2,79.23,78,11,3.62,few clouds
570,Galesong,ID,-5.3166,119.3661,78.82,69,46,5.59,light rain
571,Mingguang,CN,32.7802,117.9638,68.97,40,76,9.31,broken clouds
572,Grand-Santi,GF,4.25,-54.3833,71.83,100,98,2.15,overcast clouds
573,Meulaboh,ID,4.1363,96.1285,84.29,67,98,6.44,overcast clouds
574,Acandi,CO,8.5063,-77.2778,76.39,92,100,2.86,overcast clouds
575,Kalianget,ID,-7.05,113.9333,85.21,63,26,9.04,scattered clouds
576,Whitehorse,CA,60.7161,-135.0538,45.37,56,75,16.11,broken clouds
577,Ilinge,ZA,-31.9768,27.0427,80.46,25,99,2.68,overcast clouds
578,Manoel Urbano,BR,-8.8389,-69.2597,69.78,99,94,2.71,overcast clouds
579,Erenhot,CN,43.6475,111.9767,57.69,18,100,16.11,overcast clouds
580,Killybegs,IE,54.6333,-8.45,53.31,82,99,13.96,overcast clouds
581,Pochutla,MX,15.7432,-96.4661,74.82,89,100,3.69,overcast clouds
582,Mindelo,CV,16.8901,-24.9804,76.55,83,40,14.97,scattered clouds
583,Thunder Bay,CA,48.4001,-89.3168,64.38,77,100,11.5,overcast clouds
584,Sembe,CG,1.6481,14.5806,77.47,85,87,2.08,light rain
585,Omboue,GA,-1.5746,9.2618,81.84,73,72,3.33,broken clouds
586,Amapa,BR,1.0,-52.0,69.46,100,97,1.25,overcast clouds
587,Port Augusta,AU,-32.5,137.7667,57.27,87,100,7.94,moderate rain
588,Nemuro,JP,43.3236,145.575,58.21,64,77,11.18,broken clouds
589,Yangambi,CD,0.8102,24.4336,68.67,99,100,3.74,moderate rain
590,Kyren,RU,51.6828,102.1408,51.51,41,100,5.44,overcast clouds
591,Andilamena,MG,-17.0167,48.5833,74.48,36,0,12.77,clear sky
592,Pinehurst,US,35.1954,-79.4695,54.79,93,0,0.0,clear sky
593,Hammerfest,NO,70.6634,23.6821,43.25,87,75,20.71,light intensity shower rain
594,Anadyr,RU,64.75,177.4833,16.3,86,0,4.47,clear sky
595,Grakhovo,RU,56.0502,51.9676,55.11,61,100,6.02,overcast clouds
596,Baghmara,IN,23.795,86.2085,87.69,56,88,5.79,overcast clouds
597,Hasaki,JP,35.7333,140.8333,71.22,65,100,17.85,overcast clouds
598,Gunjur,GM,13.2019,-16.7339,73.47,100,75,0.0,broken clouds
599,Popondetta,PG,-8.7537,148.2534,77.58,79,100,2.93,overcast clouds
600,Lamar,US,33.6668,-95.5836,69.98,73,0,6.91,clear sky
601,Kedrovyy,RU,56.1667,91.8167,45.01,84,100,10.25,light rain
602,Hofn,IS,64.2539,-15.2082,39.74,56,54,11.72,broken clouds
603,Martapura,ID,-3.4167,114.85,87.89,66,40,6.91,scattered clouds
604,Santarem,BR,-2.4431,-54.7083,73.53,100,0,4.61,clear sky
605,Grand-Couronne,FR,49.3556,1.0065,47.7,86,75,5.75,broken clouds
606,Yarmolyntsi,UA,49.1924,26.8373,53.11,60,24,7.47,few clouds
607,Filingue,NE,14.3521,3.3168,91.6,25,12,10.04,few clouds
608,Bereda,ES,43.2686,-7.5406,58.41,100,40,2.73,scattered clouds
609,Bilibino,RU,68.0546,166.4372,-1.3,100,98,4.0,overcast clouds
610,Corrientes,AR,-27.4806,-58.8341,56.98,98,0,3.44,fog
611,Palmer,US,42.1584,-72.3287,53.85,80,1,2.15,clear sky
612,Neiafu,TO,-18.65,-173.9833,76.6,73,2,8.21,clear sky
613,Khonsa,IN,27.0167,95.5667,69.01,95,100,2.48,overcast clouds
614,Krasnoselkup,RU,65.7,82.4667,37.13,97,100,11.9,light rain
615,Necochea,AR,-38.5473,-58.7368,54.3,40,98,19.35,overcast clouds
616,Rio Grande,BR,-32.035,-52.0986,57.52,91,100,9.82,overcast clouds
617,Halifax,CA,44.6453,-63.5724,48.2,89,36,6.91,scattered clouds
618,Alofi,NU,-19.0595,-169.9187,75.09,94,66,4.61,broken clouds
619,Leh,IN,34.1667,77.5833,47.46,35,58,5.06,broken clouds
620,Oum Hadjer,TD,13.2954,19.6966,87.44,41,66,10.31,broken clouds
621,Carandai,BR,-20.9536,-43.8064,59.27,76,100,2.44,overcast clouds
622,Tuljapur,IN,18.0,76.0833,81.27,66,92,4.09,overcast clouds
623,Acajutla,SV,13.5928,-89.8275,78.13,89,92,5.66,overcast clouds
624,Carutapera,BR,-1.195,-46.02,78.28,83,63,7.7,broken clouds
625,Karauli,IN,26.5,77.0167,86.31,46,0,4.03,clear sky
626,Kapit,MY,2.0167,112.9333,82.38,77,99,2.26,overcast clouds
627,Naftalan,AZ,40.5067,46.825,71.02,32,4,8.81,clear sky
628,Honiara,SB,-9.4333,159.95,79.56,84,94,1.92,overcast clouds
629,Helong,CN,42.5397,128.9972,54.0,73,9,2.75,clear sky
630,Carballo,ES,43.213,-8.691,60.91,94,76,4.14,broken clouds
631,Zaozerne,UA,45.1582,33.2787,58.23,35,89,5.68,overcast clouds
632,Vrangel,RU,42.7297,133.0839,54.64,59,0,10.6,clear sky
633,Oktyabrskoye,RU,43.0645,44.7417,55.54,58,75,6.71,broken clouds
634,Sangin,AF,32.0728,64.8359,79.23,5,0,3.89,clear sky
635,Ruwi,OM,23.5996,58.5507,89.29,27,0,7.29,clear sky
636,Siocon,PH,7.7061,122.1353,82.4,78,92,6.73,heavy intensity rain
637,Partizanskoye,RU,55.5006,94.39,42.58,85,100,16.87,overcast clouds
638,Kinston,US,35.2627,-77.5816,53.26,100,0,0.0,clear sky
639,Itoman,JP,26.1247,127.6694,80.62,74,75,17.27,broken clouds
640,Alamogordo,US,32.8995,-105.9603,62.37,73,20,5.75,few clouds
641,Harbour Breton,CA,47.4833,-55.7983,52.07,72,7,19.3,clear sky
642,Santiago De Cuba,CU,20.0247,-75.8219,73.0,94,75,3.51,broken clouds
643,Sokoto,NG,13.0609,5.239,86.81,27,7,6.33,clear sky
644,Alytus,LT,54.4,24.05,50.83,79,24,8.01,few clouds
645,Jiangyou,CN,31.7667,104.7167,60.04,81,100,1.28,overcast clouds
646,Aketi,CD,2.7388,23.7833,82.04,64,80,3.36,broken clouds
647,Okahandja,NA,-21.9833,16.9167,83.82,11,13,11.03,few clouds
648,West Richland,US,46.3043,-119.3614,62.04,71,0,0.0,mist
649,Scarborough,GB,54.2797,-0.4044,49.15,80,100,11.99,overcast clouds
650,Auki,SB,-8.7676,160.7034,79.0,82,93,3.31,overcast clouds
651,Eureka,US,40.8021,-124.1637,52.41,76,2,2.04,clear sky
652,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,77.79,34,60,3.44,broken clouds
653,Porangatu,BR,-13.4408,-49.1486,79.27,30,69,4.03,broken clouds
654,Dauphin,CA,51.1494,-100.0502,42.94,75,75,13.8,broken clouds
655,Mangrol,IN,21.1167,70.1167,88.54,52,78,5.17,broken clouds
656,Rio Cuarto,AR,-33.1307,-64.3499,56.97,35,0,6.91,clear sky
657,Colares,PT,38.7992,-9.4469,68.45,94,75,14.0,mist
658,Berbera,SO,10.4396,45.0143,88.9,49,4,8.77,clear sky
659,Kanungu,UG,-0.9575,29.7897,71.6,67,99,3.56,light rain
660,Vardo,NO,70.3705,31.1107,44.65,74,100,14.23,light rain
661,Craigieburn,AU,-37.6,144.95,61.11,87,100,21.85,light rain
662,Wenling,CN,28.3669,121.36,67.91,63,79,16.6,broken clouds
663,Aksarayskiy,RU,46.7924,48.0119,60.71,53,54,21.77,broken clouds
664,Havoysund,NO,70.9963,24.6622,44.83,84,79,24.07,broken clouds
665,Vilcun,CL,-38.65,-72.2333,47.14,99,95,1.95,overcast clouds
666,Yichang,CN,30.7144,111.2847,74.57,23,11,4.0,few clouds
667,Buin,CL,-33.7333,-70.75,57.11,81,0,4.36,clear sky
668,Menongue,AO,-14.6585,17.691,86.63,15,39,12.88,scattered clouds
669,Khuzhir,RU,53.1939,107.3397,47.66,68,82,12.24,broken clouds
670,Lensk,RU,60.7253,114.9278,36.99,97,100,8.48,light rain
671,College,US,64.8569,-147.8028,26.55,90,75,5.75,light snow
672,Hove,GB,50.8309,-0.1672,57.56,79,99,4.0,overcast clouds
673,Yemtsa,RU,63.0734,40.3329,43.43,82,100,7.25,light rain
674,Bilma,NE,18.6853,12.9164,86.94,15,0,11.01,clear sky
